"","feature","anovas.Treatment DenDF","anovas.Treatment F value","anovas.Treatment Mean Sq","anovas.Treatment NumDF","anovas.Treatment Pr(>F)","anovas.Treatment Sum Sq","anovas.visit DenDF","anovas.visit F value","anovas.visit Mean Sq","anovas.visit NumDF","anovas.visit Pr(>F)","anovas.visit Sum Sq","anovas.visit:Treatment DenDF","anovas.visit:Treatment F value","anovas.visit:Treatment Mean Sq","anovas.visit:Treatment NumDF","anovas.visit:Treatment Pr(>F)","anovas.visit:Treatment Sum Sq","coefs.(Intercept) 2.5 %","coefs.(Intercept) 97.5 %","coefs.(Intercept) df","coefs.(Intercept) Estimate","coefs.(Intercept) Pr(>|t|)","coefs.(Intercept) Std. Error","coefs.(Intercept) t value","coefs.TreatmentDECAF 2.5 %","coefs.TreatmentDECAF 97.5 %","coefs.TreatmentDECAF df","coefs.TreatmentDECAF Estimate","coefs.TreatmentDECAF Pr(>|t|)","coefs.TreatmentDECAF Std. Error","coefs.TreatmentDECAF t value","coefs.visitV4 2.5 %","coefs.visitV4 97.5 %","coefs.visitV4 df","coefs.visitV4 Estimate","coefs.visitV4 Pr(>|t|)","coefs.visitV4 Std. Error","coefs.visitV4 t value","coefs.visitV4:TreatmentDECAF 2.5 %","coefs.visitV4:TreatmentDECAF 97.5 %","coefs.visitV4:TreatmentDECAF df","coefs.visitV4:TreatmentDECAF Estimate","coefs.visitV4:TreatmentDECAF Pr(>|t|)","coefs.visitV4:TreatmentDECAF Std. Error","coefs.visitV4:TreatmentDECAF t value","anovas.Treatment Pr(>F).BH","anovas.visit Pr(>F).BH","anovas.visit:Treatment Pr(>F).BH","coefs.(Intercept) Pr(>|t|).BH","coefs.TreatmentDECAF Pr(>|t|).BH","coefs.visitV4 Pr(>|t|).BH","coefs.visitV4:TreatmentDECAF Pr(>|t|).BH"
"11","17-beta-Estradiol degradation",30.9999979030492,0.410572007466516,0.106912373456325,1,0.526388062248735,0.106912373456325,31.0000010014905,0.609458169354742,0.158702050366589,1,0.440912834283994,0.158702050366589,31.0000010008532,0.039359215868142,0.0102490844707334,1,0.844034061557993,0.0102490844707334,-0.0364755967099034,0.786271760885994,44.3615019611166,0.374898082088045,0.0809063431367021,0.209888386747314,1.78617830122916,-0.740230047303574,0.44254380110989,44.3615019647881,-0.148843123096842,0.624238698364657,0.301733566979555,-0.493293220859737,-0.226640613515719,0.480575928851532,31.0000010008628,0.126967657667906,0.486840912715489,0.180415698437748,0.703750609106313,-0.559799531996505,0.456888305107706,31.0000010008532,-0.0514556134443995,0.844034061557993,0.259363907991094,-0.198391572069335,0.878278346985876,0.728781234033906,0.906555103154882,0.0837958553915844,0.691897363820415,0.940443775337402,0.906555103154882
"12","Quinolinic acid synthesis",61.9999999993354,0.547745142658759,0.12769780674647,1,0.462033925831454,0.12769780674647,61.9999999993353,0.625978214371386,0.145936565787307,1,0.431850725680076,0.145936565787307,61.9999999993354,3.38023128440232,0.78804554837083,1,0.0707735907211892,0.78804554837083,2.29145773177469,2.76463137657663,61.9999999993375,2.52804455417566,8.15161027798487e-30,0.120709780520019,20.9431625447815,-0.656527141194636,0.023702831789492,61.9999999993354,-0.316412154702572,0.0730682440355911,0.173531243009998,-1.82337283600476,-0.463099827919571,0.206068757916846,61.9999999993375,-0.128515535001362,0.454399835946283,0.17070940872249,-0.752832172304462,-0.0297985585361693,0.932191894790668,61.9999999993354,0.451196668127249,0.0707735907211892,0.2454102373602,1.83854053107412,0.878278346985876,0.728781234033906,0.23549516418837,3.37709568659373e-29,0.582577726697455,0.940443775337402,0.23549516418837
"13","Propionate synthesis II",30.99999979726,1.13926779062886,0.439968578832306,1,0.294049169526858,0.439968578832306,31.0000001118597,1.57452854377223,0.608059923604074,1,0.218928597045298,0.608059923604074,31.0000001136238,0.401226090216385,0.154947655112328,1,0.531102590173453,0.154947655112328,-2.58134860543541,-1.68181828308699,47.9363742475033,-2.1315834442612,2.71106681019195e-12,0.229476237686968,-9.28890705960123,-0.855688726442254,0.437467588562543,47.9363742472405,-0.209110568939855,0.529176165106022,0.329892876911272,-0.633874156052474,-0.132423639543202,0.728829889407253,31.0000001129411,0.298203124932025,0.184502463133443,0.219711570147185,1.35724816281755,-0.819135326972998,0.418994630530601,31.0000001136238,-0.200070348221198,0.531102590173453,0.315855282869943,-0.63342409980706,0.878278346985876,0.728781234033906,0.767354399978914,3.74385416645555e-12,0.691897363820415,0.940443775337402,0.767354399978914
"14","Histamine degradation",30.9999999916077,0.0950849551830938,0.0314853525556189,1,0.759872194644061,0.0314853525556189,31.0000000094192,0.00055807853915776,0.000184795791566309,1,0.981304191195436,0.000184795791566309,31.0000000088754,2.16259385134481,0.716096775910472,1,0.151483975528019,0.716096775910472,-3.15755539777129,-2.45152285070877,54.8146955133153,-2.80453912424003,8.89499432141457e-22,0.180113653269043,-15.5709413103224,-0.358329657592283,0.656656079018803,54.8146955118443,0.14916321071326,0.566921614321934,0.258929690702779,0.576076116680193,-0.180242759164113,0.61725867081341,31.0000000089827,0.218507955824649,0.291101294362565,0.203447980745594,1.07402371369754,-1.00334684683807,0.143133693927221,31.0000000088754,-0.430106576455424,0.151483975528019,0.292474900000353,-1.47057602705362,0.918178901861573,0.981304191195436,0.337925791562505,1.35765702800538e-21,0.691897363820415,0.940443775337402,0.337925791562505
"15","Glutamate degradation I",61.99999999806,0.559618883660164,0.275530049552768,1,0.457242132181206,0.275530049552768,61.9999999980599,0.130542459106612,0.064272974477086,1,0.719098590959083,0.064272974477086,61.99999999806,0.128845076443261,0.0634372629902179,1,0.720852046320289,0.0634372629902179,-3.59930447157859,-2.91167196321735,61.9999999981322,-3.25548821739797,5.30852304689346e-27,0.175419679592381,-18.5582839106917,-0.296862688502706,0.691671325857633,61.99999999806,0.197404318677464,0.436732481427505,0.252181678377197,0.78278612446301,-0.486649843513691,0.485809375739413,61.9999999981322,-0.000420233887139069,0.998653871565246,0.248080889986688,-0.00169393896950957,-0.82701457126354,0.570983638711973,61.99999999806,-0.128015466275784,0.720852046320289,0.356638749743042,-0.358949963704221,0.878278346985876,0.906689527731018,0.804027282434169,1.09962263114222e-26,0.691897363820415,0.998653871565246,0.804027282434169
"16","GABA degradation",30.9999999325163,1.04700950790342,0.666616676775192,1,0.314115859815281,0.666616676775192,31.0000000540529,0.887263582232498,0.564908624178452,1,0.35350305244751,0.564908624178452,31.0000000553024,0.00474840135265939,0.00302324239255773,1,0.94550491332788,0.00302324239255773,-1.40817597811018,-0.407271719148762,53.8274052249723,-0.90772384862947,0.000796641742345622,0.255337411007657,-3.55499746412895,-0.392386361362645,1.04650416965585,53.8274052212306,0.3270589041466,0.376896156508595,0.367070655983548,0.890997138603363,-0.347944300660281,0.757904796057807,31.0000000550822,0.204980247698763,0.472923476588375,0.282109545236771,0.726598057952013,-0.822825574318568,0.766932666548652,31.0000000553024,-0.0279464538849579,0.94550491332788,0.40555802387366,-0.068908644977676,0.878278346985876,0.728781234033906,0.94550491332788,0.000888561943385501,0.691897363820415,0.940443775337402,0.94550491332788
"17","Nitric oxide synthesis II (nitrite reductase)",61.9999999990458,0.151932414145248,0.0701309377335475,1,0.698031271768389,0.0701309377335475,61.9999999990458,0.0883994398528859,0.0408045619947595,1,0.76721580287933,0.0408045619947595,61.9999999990458,0.357120394969998,0.164844271868659,1,0.552286367255571,0.164844271868659,-3.56146728090266,-2.89566128938172,61.9999999989271,-3.22856428514219,1.49610518617585e-27,0.169851588287522,-19.0081489239708,-0.308097823290873,0.64905859613424,61.9999999990458,0.170480386421684,0.487672878410107,0.244177042786256,0.698183516666293,-0.418950663933689,0.522641199184487,61.9999999989271,0.0518452676253993,0.829823856219812,0.240206419746825,0.21583631145264,-0.883172571707419,0.470451017956046,61.9999999990458,-0.206360776875686,0.552286367255571,0.345318485528478,-0.597595511169552,0.880126386142751,0.918568240408542,0.767354399978914,4.82078337767774e-27,0.691897363820415,0.940443775337402,0.767354399978914
"18","Tryptophan synthesis",30.9999999618283,4.90434776370231e-05,3.43922996551846e-05,1,0.994457250416997,3.43922996551846e-05,31.0000000293636,0.237443808749249,0.166510186781856,1,0.629486598979637,0.166510186781856,31.0000000276305,0.579545103694216,0.406412632837029,1,0.452243312211824,0.406412632837029,-2.79233022882749,-1.67179413620003,51.0307884999522,-2.23206218251376,2.88837942454816e-10,0.285856296714151,-7.80833659489322,-0.969908733992559,0.640963393796307,51.0307884977283,-0.164472670098126,0.690656927845201,0.410944318491365,-0.400231035440345,-0.638597614580327,0.521977013965129,31.0000000293411,-0.0583103003075994,0.845154269956745,0.296070396624612,-0.19694741849362,-0.510194078436573,1.15823707129913,31.0000000276305,0.32402149643128,0.452243312211824,0.425628012273715,0.761278597948357,0.994457250416997,0.869291017638546,0.728614225230161,3.6418697092129e-10,0.691897363820415,0.940443775337402,0.728614225230161
"19","Glutamate synthesis I",31.000000019951,0.203665876333006,0.0363860923768721,1,0.654919337258078,0.0363860923768721,30.9999999387724,2.16498569803078,0.386787276403399,1,0.151265353071465,0.386787276403399,30.9999999390231,4.23020409627169,0.755750544918459,1,0.0482096956753093,0.755750544918459,3.67728402491757,4.13980894575955,59.6614133228567,3.90854648533856,4.1007845477774e-40,0.117993219388296,33.1251787653677,-0.49414168193254,0.17077978583121,59.6614133235856,-0.161680948050665,0.344354054702609,0.169625940325579,-0.953161690601896,-0.355771484740007,0.230018128648943,30.9999999385558,-0.0628766780455319,0.676838984674843,0.149438871838866,-0.420751824955753,0.0207918649798181,0.862917493208197,30.9999999390231,0.441854679094008,0.0482096956753093,0.214831913971624,2.05674599702338,0.878278346985876,0.728781234033906,0.23549516418837,3.96409172951816e-39,0.691897363820415,0.940443775337402,0.23549516418837
"20","Glutamate synthesis II",30.99999960501,0.236381698152371,0.0580437925059431,1,0.630251106209012,0.0580437925059431,30.999996997469,1.2741038028435,0.312857625363241,1,0.267657973355154,0.312857625363241,30.9999969974599,1.81815297137157,0.446449512120561,1,0.187303113885118,0.446449512120561,3.75310234142719,4.27130435537847,61.0932609575932,4.01220334840283,1.49523520085569e-38,0.132196820461702,30.35022577994,-0.473083768369116,0.271878563795324,61.0932609575107,-0.100602602286896,0.5984725227335,0.190044903386136,-0.529362274359395,-0.371037012848277,0.315721512666898,30.9999969953,-0.0276577500906897,0.875585583934823,0.175196720687788,-0.157866825258548,-0.15403197472409,0.833245610132405,30.9999969974599,0.339606817704158,0.187303113885118,0.251861154756928,1.34838902820053,0.878278346985876,0.728781234033906,0.3565362713777,1.08404552062038e-37,0.691897363820415,0.940443775337402,0.3565362713777
"21","ClpB (ATP-dependent chaperone protein)",30.9999999781686,0.318096193956099,0.0583859842970412,1,0.57681197540101,0.0583859842970412,31.0000000187407,1.42463411652228,0.261489029849186,1,0.241696634672394,0.261489029849186,31.0000000196374,5.76093663997093,1.05740955908455,1,0.0225792376301009,1.05740955908455,4.0106919782034,4.55465141419939,53.2907010960621,4.2826716962014,1.12884627763047e-35,0.13876771213315,30.8621626051751,-0.746599451113764,0.0353915082662615,53.2907010973694,-0.355603971423751,0.0803555485099938,0.199491155334555,-1.78255507532346,-0.428250438143766,0.165505765016666,31.000000018272,-0.13137233656355,0.392436969801163,0.151471202492471,-0.867308996045504,0.0958619040292149,0.949440226642759,31.0000000196374,0.522651065335987,0.0225792376301009,0.217753573368302,2.40019512539521,0.878278346985876,0.728781234033906,0.23549516418837,6.54730841025671e-35,0.582577726697455,0.940443775337402,0.23549516418837
"22","GABA synthesis III",30.9999994787765,0.951368243791973,0.193516696849995,1,0.336921627520994,0.193516696849995,31.0000002879952,0.958903556910051,0.195049446039235,1,0.335043975460414,0.195049446039235,31.0000002879952,2.73840188497581,0.557015110485644,1,0.108053958252132,0.557015110485644,2.61482173244615,3.26603966678955,48.0278076927856,2.94043069961785,1.10489679128991e-22,0.166130076746338,17.6995686585251,-0.862128827025202,0.0740559388668315,48.0278076992583,-0.394036444079185,0.105493045085847,0.238827032862986,-1.64988208979359,-0.38995906641017,0.235095581586349,31.0000002882184,-0.0774317424119108,0.630665049735566,0.159455646360563,-0.48560050508855,-0.0699506400573227,0.828622031922843,31.0000002879952,0.37933569593276,0.108053958252132,0.229231934634512,1.65481173701899,0.878278346985876,0.728781234033906,0.313356478931182,2.00262543421296e-22,0.611859661497915,0.940443775337402,0.313356478931182
"23","Dopamine degradation",30.9999999890089,0.200689642105136,0.0623543050456731,1,0.657280036726451,0.0623543050456731,31.0000000094905,0.000594772105066405,0.000184795791566259,1,0.980699473713796,0.000184795791566259,31.0000000118173,2.30478401715563,0.716096775910469,1,0.139109671271777,0.716096775910469,-3.11979116800147,-2.43543921596702,54.785580284581,-2.77761519198425,3.41518979599053e-22,0.174582787600315,-15.910017420178,-0.369669680291563,0.614148237206526,54.7855802853476,0.122239278457482,0.628165510623149,0.250978570335557,0.487050660516746,-0.167746800119409,0.604762711768704,31.0000000109212,0.218507955824648,0.276057501083848,0.197072374283806,1.10877009839021,-0.985382773866614,0.125169620955769,31.0000000118173,-0.430106576455423,0.139109671271777,0.283309388229141,-1.5181515132409,0.878278346985876,0.981304191195436,0.337925791562505,5.82591200492502e-22,0.691897363820415,0.940443775337402,0.337925791562505
"24","DOPAC synthesis",30.9999994854664,2.84945260669631,5.29126827717369,1,0.101442412646621,5.29126827717369,30.9999980956883,0.0678577568070797,0.126007919945634,1,0.796204402607992,0.126007919945634,30.9999980987085,0.184089992751009,0.341844442858764,1,0.670848813004479,0.341844442858764,-2.34020958631286,-0.932307357001021,61.3822803050314,-1.63625847165694,2.53633515445617e-05,0.359165331714559,-4.55572497447312,-1.50988739509441,0.514099582899572,61.3822803028025,-0.49789390609742,0.338684814590105,0.516332696406397,-0.964288935337025,-0.70548744937127,1.18307897774769,30.9999980938414,0.238795764188207,0.623639151764438,0.481786002706103,0.495646952893891,-1.65466232245168,1.06032297694212,30.9999980987085,-0.297169672754776,0.670848813004479,0.692611017551664,-0.429057097308749,0.878278346985876,0.918568240408542,0.778184623085195,3.06473831163453e-05,0.691897363820415,0.940443775337402,0.778184623085195
"25","Acetate degradation",30.9999941525105,0.209464777938398,0.04238287836237,1,0.650378988668034,0.04238287836237,31.0000037603082,0.0373847167644932,0.00756438346740641,1,0.847945164772419,0.00756438346740641,31.0000037604303,0.241053638707673,0.0487745345480404,1,0.626904030988835,0.0487745345480404,1.9521905245454,2.55731564904149,50.8084286307016,2.25475308679345,8.02180326364505e-20,0.154371490820556,14.6060200287527,-0.578142877846077,0.291779298948631,50.8084286283124,-0.143181789448723,0.521709059203961,0.221923000538924,-0.645186794974004,-0.345726590148219,0.277682045891319,31.000003761005,-0.0340222721284497,0.832003719877089,0.159035737635208,-0.213928470633997,-0.335853076357105,0.560353304344313,31.0000037604303,0.112250113993604,0.626904030988835,0.228628277807801,0.490972136386245,0.878278346985876,0.918568240408542,0.767354399978914,1.16316147322853e-19,0.691897363820415,0.940443775337402,0.767354399978914
"26","Nitric oxide synthesis I (NO synthase)",61.9999999991169,0.523783501526162,0.248798844356538,1,0.471954114211147,0.248798844356538,61.9999999991168,0.942379830913452,0.44763344433915,1,0.335438598439744,0.44763344433915,61.9999999991169,0.321831394225177,0.152870945204596,1,0.572557557356868,0.152870945204596,-3.59319234727233,-2.91778408752361,61.9999999992393,-3.25548821739797,2.05794810046631e-27,0.172301191520932,-18.8941712396834,-0.259357095122623,0.71160345462321,61.9999999991169,0.226123179750294,0.36483322314516,0.247698569311642,0.912896591929026,-0.548251625465645,0.406919895609817,61.9999999992393,-0.0706658649279142,0.772779669034445,0.243670681861946,-0.290005610802003,-0.885297877603591,0.487847700376203,61.9999999991169,-0.198725088613694,0.572557557356868,0.350298676100936,-0.567301854593458,0.878278346985876,0.728781234033906,0.767354399978914,5.96804949135231e-27,0.691897363820415,0.940443775337402,0.767354399978914
"27","Menaquinone synthesis (vitamin K2) I",30.9999989181844,0.412481085605394,1.76606962818667,1,0.525434397013958,1.76606962818667,30.9999986129953,1.19324388351895,5.10896585381459,1,0.28309304019201,5.10896585381459,30.9999986407016,0.00484553904163659,0.0207465496777077,1,0.944951253574456,0.0207465496777077,-2.05997347037902,-0.0023161839980459,61.9484994083833,-1.03114482718853,0.0539765826364101,0.52492221862532,-1.96437641730792,-1.86324666233577,1.09482206296568,61.948499407572,-0.384212299685044,0.612459732525842,0.754623235078379,-0.509144539718735,-2.04487484172226,0.822833533991207,30.9999986266068,-0.611020653865528,0.409986987909062,0.731571701912277,-0.835216359884291,-1.98808648997577,2.13450404812244,30.9999986407016,0.0732087790733313,0.944951253574456,1.05170058496398,0.0696099062033314,0.878278346985876,0.728781234033906,0.94550491332788,0.0579748480168849,0.691897363820415,0.940443775337402,0.94550491332788
