"","feature","(Intercept) 2.5 %","(Intercept) 97.5 %","(Intercept) Estimate","(Intercept) Pr(>|t|)","(Intercept) Std. Error","(Intercept) t value","Legend_ex1CD 2.5 %","Legend_ex1CD 97.5 %","Legend_ex1CD Estimate","Legend_ex1CD Pr(>|t|)","Legend_ex1CD Std. Error","Legend_ex1CD t value","(Intercept) Pr(>|t|).BH","Legend_ex1CD Pr(>|t|).BH"
"45","Bacteroides sp. CAG:1060",-1.06959736061676,0.677425112988261,-0.196086123814251,0.65494450543011,0.436538358043114,-0.449184178667033,-0.527238033777427,1.92341914549657,0.69809055585957,0.25889272195986,0.612359530189253,1.14000112914683,0.68010346412693,0.660975496858847
"46","Bacteroides sp. CAG:1076",3.38172133979796,4.77384458927921,4.07778296453858,4.79174694208675e-17,0.347857687410371,11.7225610130846,-1.16793005245118,0.784887891977158,-0.191521080237009,0.696109050194719,0.487961632948408,-0.392492088117219,1.98786333538054e-16,0.898661527317021
"47","Bacteroides sp. CAG:530",3.44662564327592,4.48036232200492,3.96349398264042,2.92410718794239e-22,0.258305613808219,15.3442038065156,-1.22309299364668,0.22699379772612,-0.498049597960279,0.174475250885895,0.362341364515843,-1.3745314411612,2.69274925658871e-21,0.596776572417878
"48","Bacteroides sp. CAG:545",0.170667888471738,2.91437435121776,1.54252111984475,0.0281966564541083,0.685585407340454,2.24993283598107,-1.27506314017745,2.57370471618223,0.649320788002391,0.502204774181125,0.96171332990203,0.675170830863432,0.0338037168934803,0.806221457401883
"49","Bacteroides sp. CAG:714",2.41006728766687,3.96575539692437,3.18791134229562,2.50480537089132e-11,0.388728561368241,8.20086728660959,-1.10778933476621,1.07447122070105,-0.0166590570325829,0.975731042881715,0.54529375214054,-0.0305506105052334,5.84687158999144e-11,0.993260354313905
"50","Bacteroides sp. CAG:770",2.27688267747062,4.02828249618936,3.15258258682999,1.22234519108445e-09,0.437632149953294,7.20372711914892,-0.785211943151325,1.67158561061193,0.443186833730304,0.473190670405309,0.613893860192336,0.721927457608798,2.46825366296089e-09,0.795731040086157
"51","Bacteroides sp. CAG:98",4.29656536847276,6.20187238327697,5.24921887587487,5.8422208767564e-16,0.476089809019082,11.0256904819915,-1.3615380307697,1.31115472796508,-0.0251916514023099,0.970037442890227,0.667840812628023,-0.0377210420896233,2.19541753126541e-15,0.993260354313905
"52","Blautia sp. CAG:237",4.69616950129702,5.71526013109363,5.20571481619533,1.85563918759988e-28,0.254645922963158,20.4429537124318,-0.599135595966073,0.830406270824205,0.115635337429066,0.74729462821126,0.3572076883446,0.323720180730018,3.04906988080137e-27,0.918086148343604
"53","Brachyspira sp. CAG:484",-2.47349058881081,-0.546080371521689,-1.50978548016625,0.0026791841238696,0.481612860877908,-3.13485291363303,-1.36991032809254,1.33378796873517,-0.0180611796786812,0.978762114293057,0.675588341291123,-0.0267340014248386,0.00349168941804467,0.993260354313905
"54","Catenibacterium sp. CAG:290",1.99338218930385,4.21783239210864,3.10560729070625,6.18849505923609e-07,0.555835917254844,5.58727349978422,-2.01946437841215,1.10091039741545,-0.459276990498351,0.558083832210088,0.779705643000729,-0.589038946455235,1.07369748646788e-06,0.834612986770669
"55","Clostridium sp. CAG:1193",-1.3316823222327,0.515890452037398,-0.407895935097649,0.38053324151716,0.461663428736964,-0.883535298027799,-0.419846524030376,2.17185882143837,0.876006148703998,0.181316790542492,0.647604030936054,1.3526879186311,0.407262907268684,0.602950279661143
"56","Clostridium sp. CAG:122",2.82589917343722,4.41156403219216,3.61873160281469,6.85809344411789e-13,0.396219020822993,9.13315972387736,-0.748469392913386,1.47584141518491,0.36368601113576,0.515431853795914,0.555801085913397,0.654345628954796,1.81869693233253e-12,0.812545351281852
"57","Clostridium sp. CAG:127",3.79762781966883,5.38277860782171,4.59020321374527,7.70895831616243e-17,0.396090567102488,11.5887718491351,-0.751848086567928,1.47174160269496,0.359946758063517,0.519609327614719,0.555620895883149,0.647827971788908,3.1208246709875e-16,0.812582426419742
"58","Clostridium sp. CAG:138",2.89878104678622,4.44334921366149,3.67106513022385,1.6204752456029e-13,0.385949958652812,9.51176453817482,-0.393323986873821,1.77333793317583,0.690006973151003,0.207484662292099,0.541396033138182,1.27449580513437,4.49655051594446e-13,0.631914470159882
"59","Clostridium sp. CAG:167",2.33318525323762,3.99437561555992,3.16378043439877,2.38976353379425e-10,0.415091004335398,7.6218959248811,-1.02628456277615,1.30397057078563,0.138843004004738,0.812358654584228,0.582273992003939,0.238449606046974,5.08279655157255e-10,0.941571995216574
"60","Clostridium sp. CAG:226",3.09630123555211,4.63338869259311,3.86484496407261,2.03449376467812e-14,0.384080711498074,10.0625854107542,-0.139082429267931,2.01708583340845,0.939001702070258,0.0865699000623901,0.538773923789959,1.7428492000224,6.24507609816946e-14,0.477273527975545
"61","Clostridium sp. CAG:242",1.08405451247906,2.34636506661895,1.71520978954901,1.08345931241248e-06,0.315420657129627,5.43784863413088,0.114273969528843,1.88499556510899,0.999634767318916,0.0275753391015283,0.442460191305359,2.25926487164815,1.83052198347108e-06,0.417844083930614
"62","Clostridium sp. CAG:245",1.34751382825283,3.58488659930369,2.46620021377826,4.42649407022252e-05,0.559064952261016,4.41129461577631,-0.483045921689678,2.6554561450717,1.08620511169101,0.17125203980588,0.784235211417598,1.38505016846612,6.768981808114e-05,0.590572878013692
"63","Clostridium sp. CAG:264",2.9147086570038,4.55515738866924,3.73493302283652,7.44708260897488e-13,0.409908176108011,9.11163338652792,-0.545710796563671,1.75544876046887,0.604868981952599,0.297116844409465,0.575003716208242,1.05193925691698,1.96247019695627e-12,0.674828451690308
"64","Clostridium sp. CAG:277",2.88887169322614,3.76821793897646,3.3285448161013,5.36234718878349e-22,0.219727205614647,15.1485329583576,-0.665230752336343,0.5682829675924,-0.0484738923719715,0.875570717338456,0.308225029761745,-0.157267865005776,4.68088223354226e-21,0.958559518366439
"65","Clostridium sp. CAG:288",-0.472286546901708,2.41612634180494,0.971919897451616,0.18325088542026,0.721744018086192,1.34662688307248,-1.20559498209237,2.84616158621885,0.82028330206324,0.421076514188955,1.01243526413895,0.810208149714016,0.202591348261448,0.775636567533986
"66","Clostridium sp. CAG:306",-2.92467654401594,-1.443635407607,-2.18415597581147,1.88027980626055e-07,0.370076101281131,-5.90191035911355,-0.769473649527236,1.30807495020604,0.269300650339402,0.60587194255671,0.519128785224418,0.518754994915151,3.33829338484395e-07,0.859260979845536
"67","Clostridium sp. CAG:307",-2.05651519405612,0.244195734105308,-0.906159729975403,0.120320830088556,0.574891614782115,-1.57622707772289,-1.78645130087285,1.44089914179103,-0.17277607954091,0.831093643742495,0.806436256176479,-0.214246418384121,0.135887945571712,0.956472040368232
"68","Clostridium sp. CAG:349",-1.11222153022436,1.74745964020713,0.317619054991384,0.658312381458244,0.714564661604466,0.444493090769714,-0.992022436945456,3.01943036153583,1.01370396229519,0.315996280726762,1.00236433387312,1.01131288099433,0.68275467284902,0.698693623348355
"69","Clostridium sp. CAG:352",3.0152061919786,4.30097240688757,3.65808929943309,1.5919205901331e-16,0.321281655367286,11.3859264552506,0.0371855092630859,1.84080982036454,0.938997664813814,0.0415464824220597,0.450681778391868,2.08350483608271,6.2630490823077e-16,0.470042088893639
"70","Clostridium sp. CAG:413",2.35341306966604,3.6781656647566,3.01578936721132,7.47940922764514e-13,0.331023402052087,9.11050200232304,-0.412406708090693,1.4459062254695,0.516749758689402,0.270285552281153,0.464347132909324,1.11285226518306,1.96481032375129e-12,0.660975496858847
"71","Clostridium sp. CAG:448",0.20901443045612,1.64767225147494,0.928343340965529,0.0123121333410052,0.35948554323831,2.58242190382079,-0.0427504558355507,1.97534442895615,0.9662969865603,0.0601858159369898,0.504272750174908,1.91621892363832,0.0151952396756441,0.470042088893639
"72","Clostridium sp. CAG:451",-0.500708506872246,1.39601629965648,0.447653896392118,0.348752744774717,0.473945324236791,0.944526453790823,-0.292932029364879,2.3677219315627,1.03739495109891,0.12401728639769,0.664832610325553,1.5603851781442,0.375166624032365,0.545390956485408
"73","Clostridium sp. CAG:465",-0.348263485846284,1.52766301028068,0.5896997622172,0.213336807768558,0.468748333121891,1.25803063296197,-0.0382098375667743,2.59326903862497,1.2775296005291,0.0568065905351636,0.657542467365874,1.94288530997382,0.234116611359468,0.470042088893639
"74","Clostridium sp. CAG:505",-0.34080925296324,0.792066138189478,0.225628442613119,0.428615599162151,0.283077962987365,0.797054070306382,-1.09226237560296,0.496892459264332,-0.297684958169314,0.456435881413115,0.397091080836368,-0.749664176647633,0.456391197074819,0.785407122431602
"75","Clostridium sp. CAG:557",-2.14470369250163,-0.0693244178572228,-1.10701405517943,0.0369520219015268,0.518586723730268,-2.13467488565175,-1.30546926042421,1.60579444451748,0.150162592046635,0.837171870043889,0.727453880409031,0.20642214728747,0.0438608985176763,0.956650196042271
"76","Clostridium sp. CAG:568",-1.65673176868269,0.709762810726531,-0.47348447897808,0.426511085953758,0.591329346714971,-0.800711957910497,-1.97821839394783,1.34141087148163,-0.3184037612331,0.702467430489176,0.829494486039493,-0.383852776108677,0.454728104362912,0.900391461353653
"77","Clostridium sp. CAG:58",3.22451446466659,4.22862306889444,3.72656876678052,1.35350558583492e-21,0.250902279741187,14.8526700140971,0.146031368005526,1.55455701487027,0.850294191437899,0.018810410355961,0.351956246948066,2.4159087921044,1.07003554804685e-20,0.375312473292746
"78","Clostridium sp. CAG:594",-0.45616843121344,1.34248410352203,0.443157836154294,0.328148073042247,0.44943945259231,0.986023442308447,-0.0865898919989914,2.43649198809444,1.17495104804772,0.0673494757959538,0.630456698631648,1.86365066878955,0.354823335754068,0.470042088893639
"79","Clostridium sp. CAG:628",-0.544990585294096,2.10267940026795,0.778844407486926,0.243829277306487,0.661588231176127,1.17723437447239,-1.06303097958369,2.65102053177246,0.793994776094384,0.395707455115303,0.92805099702542,0.855550803392581,0.266400175205783,0.763894064625348
"80","Clostridium sp. CAG:715",-3.34740897264863,-1.09263043270729,-2.22001970267796,0.000218029980748224,0.563414229895808,-3.94029753754801,-0.351369778447256,2.81154844387978,1.23008933271626,0.124958309839139,0.790336213906916,1.5564127153373,0.000313933202520638,0.545390956485408
"81","Clostridium sp. CAG:762",-1.25414159401032,0.842419440012221,-0.205861076999049,0.695768972767883,0.523879529403405,-0.392954993361706,-0.133076036327253,2.80790064109989,1.33741230238632,0.0738467209179303,0.734878428414193,1.81990959412476,0.717164082631594,0.470042088893639
"82","Clostridium sp. CAG:768",-1.37257765371256,0.549506484449285,-0.411535584631636,0.394987993954952,0.480282003449249,-0.856862388505303,-1.88729230395603,0.808934770121058,-0.539178766917483,0.426748235474451,0.673721464727478,-0.800299226232286,0.422193799661033,0.775636567533986
"83","Clostridium sp. CAG:780",0.346843232604848,2.0232067427144,1.18502498765963,0.00637037542143135,0.418882404343967,2.82901591322642,0.43341126743967,2.78495071996061,1.60918099370014,0.00814565945579441,0.587592424817987,2.73860064516421,0.00808844636842345,0.325499415030218
"84","Clostridium sp. CAG:793",-0.128846834259469,1.67689515310383,0.774024159422182,0.0915128537929669,0.45121093410233,1.71543750587977,-0.343414084324264,2.18961261230245,0.923099263989093,0.150026036767689,0.632941666023923,1.45842707715533,0.105051741751378,0.570016931457113
"85","Clostridium sp. CAG:91",6.11327022801396,7.23392602942872,6.67359812872134,5.71069857141493e-32,0.280024585185556,23.8321864642676,-0.927775124899976,0.64423853074865,-0.141768297075663,0.719455821727308,0.392807917715061,-0.360909978343412,1.29339605482316e-30,0.903904015903275
"86","Clostridium sp. CAG:967",-2.84503262098477,-1.23958716870119,-2.04230989484298,3.90870134559423e-06,0.401161709283258,-5.09098911382122,-0.605062061257678,1.64699621676367,0.520967077752997,0.358332888644955,0.562734502708584,0.925777742870662,6.42253279923131e-06,0.731305373746856
"87","Collinsella sp. CAG:166",5.3607843241717,6.59313299945961,5.97695866181565,2.67909705624881e-27,0.307933913486917,19.4098746517882,-0.817941411851687,0.910750791077523,0.046404689612918,0.914813378494014,0.431958069933372,0.107428690057986,3.93874268971317e-26,0.976577848634374
"88","Coprobacillus sp. CAG:605",-0.167439069666919,1.45081877797233,0.641689854152708,0.117877433582395,0.404363214767973,1.58691451328211,-0.542160482740182,1.72787053984312,0.592855028551467,0.300201265634282,0.567225453751939,1.04518410559681,0.133334300866004,0.678082643130805
"89","Coprobacillus sp. CAG:826",-1.95787783938421,-0.280050106451535,-1.11896397291787,0.00981066860807495,0.419248277958458,-2.66897690878232,-1.42376744301952,0.929825966006129,-0.246970738506697,0.676052619744314,0.588105658513378,-0.419942802677657,0.0122341373416173,0.888150430554552
"90","Coprococcus sp. CAG:131",4.59848784045898,6.11681500258087,5.35765142151993,1.39748317176616e-20,0.379392970805483,14.1216412369085,-0.852918502762431,1.27693352636606,0.212007511801814,0.691801334199239,0.532198138099482,0.398361994573878,9.44428143500036e-20,0.898661527317021
"91","Coraliomargarita sp. CAG:312",-2.99328036717927,-1.05503442157933,-2.0241573943793,9.80533200842784e-05,0.484320445420451,-4.17937630657338,-1.07366506029526,1.64523318717921,0.285784063441976,0.675538774222694,0.679386438681353,0.42065023257848,0.000145431295983408,0.888150430554552
"92","Cryptobacterium sp. CAG:338",-2.33677340409497,-0.48859442449971,-1.41268391429734,0.00333749870317295,0.461814904680337,-3.05898293879272,-1.39734893959502,1.19520676782079,-0.101071085887111,0.876551379741637,0.647816515671495,-0.156018075245189,0.00432944878213457,0.958559518366439
"93","Dialister sp. CAG:357",-2.17374416746154,0.338206804962518,-0.917768681249509,0.149000799331075,0.62767535595808,-1.46217096551231,-2.56211265117953,0.961557351675314,-0.800277649752109,0.367094871359708,0.880479295814598,-0.908911377651091,0.166261877282877,0.734099891486614
"94","Dialister sp. CAG:486",1.21632819257968,3.11151727665979,2.16392273461974,2.54677304209335e-05,0.473561584607646,4.56946425756344,-1.82164534028533,0.836854367161859,-0.492395486561736,0.461493624201528,0.664294314859212,-0.741230920613994,3.94490907444404e-05,0.79216767053432
"95","Dialister sp. CAG:588",-2.56355887145323,-1.26938784254946,-1.91647335700135,1.71307637863763e-07,0.323381813640221,-5.92634859526616,-0.272467136534922,1.54294713037306,0.635239996919067,0.166644141940392,0.453627801140252,1.40035508256396,3.04789385413659e-07,0.583829392085139
"96","Dorea sp. CAG:105",3.8890857876283,4.66372217431145,4.27640398096988,3.20354068880023e-30,0.193562762604487,22.0931129698123,0.0459758291634829,1.13260651138624,0.589291170274863,0.0340195716533232,0.271522536763908,2.17032139320081,6.24317929584789e-29,0.443447742840048
"97","Eggerthella sp. CAG:209",-0.73641088084739,1.28501981952828,0.274304469340444,0.589132384612316,0.505106289227646,0.54306286655009,1.14912877789908,3.9847154593103,2.56692211860469,0.000607640451129554,0.708544035748927,3.62281239992582,0.616345740705519,0.169734232682189
"98","Eggerthella sp. CAG:368",-2.08682895555738,-0.480851417075553,-1.28384018631647,0.0022180314716659,0.401294664662385,-3.19924559026116,-0.618238692961693,1.63456597549334,0.508163641265825,0.370341982037874,0.562921007495616,0.902726376346476,0.00290423495821254,0.734099891486614
"99","Eubacterium sp. CAG:115",2.33767369503393,5.06274882458622,3.70021125981008,1.09891160672099e-06,0.680929891041476,5.43405614658895,-1.25289832560585,2.56973419984623,0.658417937120191,0.49332974249113,0.955182747374505,0.689310960577934,1.8528932121372e-06,0.805868078377324
